nanoseconds
336039600
456790000
462392200
485485300
483226300
496448700
471727300
508571400
485056800
505017500
520331800
468352800
463305900
481183700
488193700
490895000
489123000
475289300
484869800
488388400
499408400
489612600
494559700
485835500
474147800
499922800
484154600
470250200
464737300
478984200
480339800
494615700
487949400
469758700
507070400
473277900
486831700
502026500
499480600
482341400
503792800
462602700
505128900
492082300
466427900
475404300
496480100
479629700
481985500
430719600
408167700
466509300
415134100
448217100
391656500
420169900
406857500
410052000
446051400
426922200
436409100
437189100
427800200
425464300
462127500
434659200
414815100
454748800
440043200
446777000
503343200
478855300
435130400
478712700
436754500
426973900
448124400
404973600
414331200
440747300
428809900
414835700
402198900
434545500
428439600
396734900
408437100
472542800
397949600
402030400
407691900
460673800
412117700
418522300
411095400
417364500
420885500
423600300
438271000
379999000
